"","Position","Track.Name","Artist","Streams","URL","country"
"2419",129,"Let Me Down Slowly","Alec Benjamin",4850,"https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d","Czech Republic"
"2420",130,"Maria","STEIN27",4789,"https://open.spotify.com/track/1iZkUEEyRf17CjZsiRNGfv","Czech Republic"
"2421",131,"Legends","Juice WRLD",4712,"https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa","Czech Republic"
"2422",132,"Futsal Shuffle 2020","Lil Uzi Vert",4692,"https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs","Czech Republic"
"2423",133,"In My Mind","Dynoro",4679,"https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","Czech Republic"
"2424",134,"Pisnicka (feat. Pokac)","Pavel Callta",4663,"https://open.spotify.com/track/0dp3uLJSUto8q1kLal1LLj","Czech Republic"
"2425",135,"Have Yourself A Merry Little Christmas","Sam Smith",4659,"https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K","Czech Republic"
"2426",136,"7 rings","Ariana Grande",4657,"https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","Czech Republic"
"2427",137,"when the party's over","Billie Eilish",4651,"https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I","Czech Republic"
"2428",138,"Vanocni (feat. Teri Blitzen)","Johny Machette",4648,"https://open.spotify.com/track/3kMNvdUIubKSlHvSTrMivo","Czech Republic"
"2429",139,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",4638,"https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU","Czech Republic"
"2430",140,"White Christmas","Bing Crosby",4622,"https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW","Czech Republic"
"2431",141,"SOS (feat. Aloe Blacc)","Avicii",4610,"https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5","Czech Republic"
"2432",142,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",4564,"https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw","Czech Republic"
"2433",143,"Asi ne","Dorian",4533,"https://open.spotify.com/track/3X227t29xPDsAoqBrRIPDW","Czech Republic"
"2434",144,"The Christmas Song (Merry Christmas To You)","Nat King Cole",4514,"https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON","Czech Republic"
"2435",145,"Mami, koukej, jsem frajer!","Sensey",4494,"https://open.spotify.com/track/6ea7UaOKWZFQS20WoGY8cW","Czech Republic"
"2436",146,"Kancelář - Official Remix","Ektor",4441,"https://open.spotify.com/track/6Fc7mlF8R1I0yENYoZ201s","Czech Republic"
"2437",147,"Santa's Coming For Us","Sia",4423,"https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6","Czech Republic"
"2438",148,"How Do You Sleep?","Sam Smith",4414,"https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y","Czech Republic"
"2439",149,"Goodbyes (Feat. Young Thug)","Post Malone",4404,"https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo","Czech Republic"
"2440",150,"Nekonečno","Viktor Sheen",4402,"https://open.spotify.com/track/2eEtCHhL03SckATs8hfMBP","Czech Republic"
"2441",151,"3 Kolesa","Viktor Sheen",4398,"https://open.spotify.com/track/6CwxALXdP7YQCLQpAkJvP6","Czech Republic"
"2442",152,"lovely (with Khalid)","Billie Eilish",4391,"https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4","Czech Republic"
"2443",153,"Liar","Camila Cabello",4379,"https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA","Czech Republic"
"2444",154,"Something Just Like This","The Chainsmokers",4360,"https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","Czech Republic"
"2445",155,"Černej Benz","Yzomandias",4352,"https://open.spotify.com/track/3Je8juDLWiLUaaC42pvqeg","Czech Republic"
"2446",156,"Aj","Nik Tendo",4338,"https://open.spotify.com/track/3r6uCLwNQ44q6HExknrfrV","Czech Republic"
"2447",157,"Driving Home for Christmas - 2019 Remaster","Chris Rea",4336,"https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R","Czech Republic"
"2448",158,"Čas na změnu","Renne Dang",4323,"https://open.spotify.com/track/6Ac12ISabo4ozGmqlkUvlH","Czech Republic"
"2449",159,"Řetězy","Renne Dang",4317,"https://open.spotify.com/track/6w6g1fHzL9Zs6Nx92jWylL","Czech Republic"
"2450",160,"Dopis V lahvi","Earth",4308,"https://open.spotify.com/track/6jNTXE2Q1iks09h7PetAwR","Czech Republic"
"2451",161,"No Idea","Don Toliver",4299,"https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu","Czech Republic"
"2452",162,"Thunder","Imagine Dragons",4291,"https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB","Czech Republic"
"2453",163,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",4285,"https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk","Czech Republic"
"2454",164,"Kamkoliv Kam Přijdem","Yzomandias",4285,"https://open.spotify.com/track/0vGVCljkxjyk2rEtmjTCDL","Czech Republic"
"2455",165,"Natural","Imagine Dragons",4271,"https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT","Czech Republic"
"2456",166,"Christmas Lights","Coldplay",4263,"https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL","Czech Republic"
"2457",167,"Ryba Rybě","Janek Ledecky",4243,"https://open.spotify.com/track/7zTFcEEtyeKxvRUrPIHT49","Czech Republic"
"2458",168,"ØTCHI","Mirai",4235,"https://open.spotify.com/track/71BCQXb4lj0inm0cisGa3M","Czech Republic"
"2459",169,"Shape of You","Ed Sheeran",4217,"https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","Czech Republic"
"2460",170,"Síla Starejch Vín","Skwor",4211,"https://open.spotify.com/track/6qgMr9LacgnihY9IdYriMP","Czech Republic"
"2461",171,"rockstar (feat. 21 Savage)","Post Malone",4208,"https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","Czech Republic"
"2462",172,"Without Me","Halsey",4197,"https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","Czech Republic"
"2463",173,"V Kouři","Yzomandias",4189,"https://open.spotify.com/track/1lXw8vdJFexxA6VOtSZEbB","Czech Republic"
"2464",174,"Santa Baby","Ariana Grande",4167,"https://open.spotify.com/track/6YJdPrH3i2POzu7hdHIRrb","Czech Republic"
"2465",175,"Ukážu ti vesmír","DJ Kadr",4165,"https://open.spotify.com/track/1uUpjo6TWpMqzx4fvL09Zc","Czech Republic"
"2466",176,"RITMO (Bad Boys For Life)","The Black Eyed Peas",4156,"https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf","Czech Republic"
"2467",177,"Plakala","DIVOKEJ BILL",4149,"https://open.spotify.com/track/3h9EMra1EG4oncHLPiEJce","Czech Republic"
"2468",178,"Jump","Nik Tendo",4137,"https://open.spotify.com/track/1AHQ2KmCOb7gbMImzJwZxj","Czech Republic"
"2469",179,"Takeaway","The Chainsmokers",4072,"https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw","Czech Republic"
"2470",180,"Youngblood","5 Seconds of Summer",4061,"https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","Czech Republic"
"2471",181,"Be Alright","Dean Lewis",4039,"https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy","Czech Republic"
"2472",182,"Santa Claus Is Coming to Town","Michael Bublé",4037,"https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7","Czech Republic"
"2473",183,"Ritual","Tiësto",4031,"https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa","Czech Republic"
"2474",184,"Predator","STEIN27",4018,"https://open.spotify.com/track/5yajKfT7VMwIPybdW13xQI","Czech Republic"
"2475",185,"Family","The Chainsmokers",3991,"https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL","Czech Republic"
"2476",186,"Blue Christmas","Elvis Presley",3980,"https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ","Czech Republic"
"2477",187,"Always Remember Us This Way","Lady Gaga",3980,"https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk","Czech Republic"
"2478",188,"Don't Call Me Up","Mabel",3966,"https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","Czech Republic"
"2479",189,"Láska a data","Chinaski",3959,"https://open.spotify.com/track/6Gpa8kQw5Zi657IsB83EQz","Czech Republic"
"2480",190,"Wow.","Post Malone",3917,"https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg","Czech Republic"
"2481",191,"Nezaprodat Se, Vydělat Cash","Yzomandias",3915,"https://open.spotify.com/track/6ZfZCDkSwZTYRn3GPIGGxT","Czech Republic"
"2482",192,"Shake Up Christmas","Train",3909,"https://open.spotify.com/track/1NghHeg0wE32eBYrQBVQXL","Czech Republic"
"2483",193,"2002","Anne-Marie",3907,"https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo","Czech Republic"
"2484",194,"Planeta Země","STEIN27",3872,"https://open.spotify.com/track/7mo02Fl40PSB9M2Y29uMZR","Czech Republic"
"2485",195,"Manifest","STEIN27",3853,"https://open.spotify.com/track/20Pwcv2yZYCmeh0D6qbaRF","Czech Republic"
"2486",196,"Mood","Nik Tendo",3852,"https://open.spotify.com/track/55AB82YNeAb6Nne4E9KXoT","Czech Republic"
"2487",197,"Better Now","Post Malone",3834,"https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","Czech Republic"
"2488",198,"Run Rudolph Run - Single Version","Chuck Berry",3830,"https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ","Czech Republic"
"2489",199,"More Than You Know","Axwell /\ Ingrosso",3809,"https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP","Czech Republic"
"2490",200,"If I Can't Have You","Shawn Mendes",3771,"https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh","Czech Republic"
"2491",1,"Roller","Apache 207",625123,"https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M","Germany"
"2492",2,"KEIN SCHLAF","Nimo",544028,"https://open.spotify.com/track/6416zJN0FGPmh1Ph4BH2h3","Germany"
"2493",3,"COLT","Samra",478584,"https://open.spotify.com/track/76IVpz47q3ghkxoUeTTEKb","Germany"
"2494",4,"Dance Monkey","Tones and I",460073,"https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku","Germany"
"2495",5,"Skifahren (feat. Joshi Mizu)","The Cratez",377122,"https://open.spotify.com/track/1E1YyZjbteIz2XQyLvtRxD","Germany"
"2496",6,"Alien","RIN",370911,"https://open.spotify.com/track/2RaKlveGCllSaXloN8kmzV","Germany"
"2497",7,"Der Bratan bleibt der gleiche","Capital Bra",367911,"https://open.spotify.com/track/2M39v73rNJmAXUXIW0oagP","Germany"
"2498",8,"Keine Liebe","RIN",365959,"https://open.spotify.com/track/4OVF6uwZlMOSlZmHDnwliX","Germany"
"2499",9,"200 km/h","Apache 207",364875,"https://open.spotify.com/track/2PGA1AsJal6cyMNmKyE56q","Germany"
"2500",10,"Wieso tust Du dir das an?","Apache 207",353442,"https://open.spotify.com/track/6dNB3XdAzx7kTf5wa8Rg89","Germany"
"2501",11,"110","Capital Bra",336617,"https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC","Germany"
"2502",12,"All I Want for Christmas Is You","Mariah Carey",316125,"https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn","Germany"
"2503",13,"95 BPM","Samra",308875,"https://open.spotify.com/track/6WSwle8wTdJhOGEukwTxWf","Germany"
"2504",14,"Falling","Trevor Daniel",299681,"https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa","Germany"
"2505",15,"Ayy Macarena","Tyga",292005,"https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX","Germany"
"2506",16,"Last Christmas","Wham!",286561,"https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78","Germany"
"2507",17,"Blinding Lights","The Weeknd",279630,"https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD","Germany"
"2508",18,"2002","Sido",266545,"https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b","Germany"
"2509",19,"Doch in der Nacht","Apache 207",258799,"https://open.spotify.com/track/3uhTOxvu2h2YEm0uPNF2vi","Germany"
"2510",20,"KARMA","Nimo",257963,"https://open.spotify.com/track/6oX9RuILbVIglevEhbg8iM","Germany"
"2511",21,"Tiffany","Shindy",253899,"https://open.spotify.com/track/2L0H5LWEuIAvrzfzTruyCB","Germany"
"2512",22,"CASINO ROYAL","Kianush",246703,"https://open.spotify.com/track/3Dkfcd3DbXGVmM05KCRuFA","Germany"
"2513",23,"Himmel grau","Kontra K",246515,"https://open.spotify.com/track/1xdj09kwlmFmVONYaYyNsY","Germany"
"2514",24,"Ride It","Regard",245465,"https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ","Germany"
"2515",25,"Vermissen","Juju",237698,"https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz","Germany"
"2516",26,"ROXANNE","Arizona Zervas",217000,"https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK","Germany"
"2517",27,"everything i wanted","Billie Eilish",198655,"https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ","Germany"
"2518",28,"hot girl bummer","blackbear",198414,"https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku","Germany"
"2519",29,"Don't Start Now","Dua Lipa",195821,"https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg","Germany"
"2520",30,"Driving Home for Christmas - 2019 Remaster","Chris Rea",193929,"https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R","Germany"
"2521",31,"Kein Problem","Apache 207",180793,"https://open.spotify.com/track/3Zigq1lfHmFRlyoRrh9k2s","Germany"
"2522",32,"Tilidin","Capital Bra",180454,"https://open.spotify.com/track/0Dlcu2fgHklOnajVu2dUNU","Germany"
"2523",33,"Sorry","Veysel",179484,"https://open.spotify.com/track/4usaWLgpOAmNT8RLWVmNiB","Germany"
"2524",34,"Merry Christmas Everyone","Shakin' Stevens",179187,"https://open.spotify.com/track/4rRIovg4TvxLUiUrpGI6lE","Germany"
"2525",35,"Santa Tell Me","Ariana Grande",177981,"https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb","Germany"
"2526",36,"Lucid Dreams","Juice WRLD",175803,"https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR","Germany"
"2527",37,"YAYO","Kollegah",174881,"https://open.spotify.com/track/32bW7B954YY6p2JuKaf4JP","Germany"
"2528",38,"Désolé","Fero47",174209,"https://open.spotify.com/track/5pXlCsfB8VUXAQqQCFAcB7","Germany"
"2529",39,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",173312,"https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B","Germany"
"2530",40,"Honda Civic","The Cratez",169152,"https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud","Germany"
"2531",41,"Daye","Fero47",168278,"https://open.spotify.com/track/1vQPHu34f8qNnGQoyQ3i9v","Germany"
"2532",42,"Someone You Loved","Lewis Capaldi",166412,"https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf","Germany"
"2533",43,"Sex mit dir","Apache 207",166342,"https://open.spotify.com/track/0PEwVF6TStGXMTnQMAk9kl","Germany"
"2534",44,"Memories","Maroon 5",165279,"https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM","Germany"
"2535",45,"Turn Me On (feat. Vula)","Riton",165052,"https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9","Germany"
"2536",46,"Roses - Imanbek Remix","SAINt JHN",160881,"https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI","Germany"
"2537",47,"Lose Control","MEDUZA",159056,"https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK","Germany"
"2538",48,"RITMO (Bad Boys For Life)","The Black Eyed Peas",158101,"https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf","Germany"
"2539",49,"Bietigheimication","RIN",157317,"https://open.spotify.com/track/4Y5ShamuGjxfQWdwY1Kz5R","Germany"
"2540",50,"Light","Jerome",155472,"https://open.spotify.com/track/1lht8jb3c6rEiVaqX94enH","Germany"
"2541",51,"HIGHEST IN THE ROOM","Travis Scott",153039,"https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW","Germany"
"2542",52,"Circles","Post Malone",147235,"https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb","Germany"
"2543",53,"Wieder Lila","Samra",144134,"https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We","Germany"
"2544",54,"Happy Xmas (War Is Over) - Remastered","John Lennon",141620,"https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy","Germany"
"2545",55,"Unnormal","RAF Camora",141495,"https://open.spotify.com/track/7CzSP7spDpZBP8edbtPIwI","Germany"
"2546",56,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",140443,"https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD","Germany"
"2547",57,"PHANTOM","reezy",139410,"https://open.spotify.com/track/1s0nANz8q6gEZOms034GbU","Germany"
"2548",58,"Señorita","Shawn Mendes",138740,"https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2","Germany"
"2549",59,"It's Beginning to Look a Lot like Christmas","Michael Bublé",134141,"https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI","Germany"
"2550",60,"Lose You To Love Me","Selena Gomez",132988,"https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5","Germany"
"2551",61,"bad guy","Billie Eilish",131895,"https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m","Germany"
"2552",62,"Puta Madre - Bonustrack","RAF Camora",130284,"https://open.spotify.com/track/0bg9us6qbMWTAMSF3y4egO","Germany"
"2553",63,"Swish","Summer Cem",129341,"https://open.spotify.com/track/4ktwDUoKdVlk50lUlSIMEY","Germany"
"2554",64,"Seele","Azet",129215,"https://open.spotify.com/track/0b9tA3TNHCzfbTh9mGloNx","Germany"
"2555",65,"100%","Senidah",127802,"https://open.spotify.com/track/58cWbqYLz06X69SqJiYeky","Germany"
"2556",66,"Summer Cem (feat. Luciano)","Summer Cem",126571,"https://open.spotify.com/track/1hrHUEYoVBC1hNCXkX7tIA","Germany"
"2557",67,"1000 Hits","Jamule",126144,"https://open.spotify.com/track/22XKrkW2HeaLlxNDQs14iG","Germany"
"2558",68,"Fabergé","RIN",123398,"https://open.spotify.com/track/7BYf1rypxrlcLK2DMLSjiw","Germany"
"2559",69,"Mon Ami","Eno",123032,"https://open.spotify.com/track/1EahDyajDQl5zRfmlDqpYx","Germany"
"2560",70,"Mistletoe","Justin Bieber",122650,"https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA","Germany"
"2561",71,"Underneath the Tree","Kelly Clarkson",121854,"https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5","Germany"
"2562",72,"Mary","Bausa",120972,"https://open.spotify.com/track/2Jij6ebp6ToNKOn5DWlGxV","Germany"
"2563",73,"Better","Lena",120546,"https://open.spotify.com/track/3jCMdvc8bFOKChETbFV9Zc","Germany"
"2564",74,"Eiskalt","Loredana",120424,"https://open.spotify.com/track/5sMugAU31Ug5SAUUbhBIKU","Germany"
"2565",75,"Hollywood","RIN",119560,"https://open.spotify.com/track/034jxfixe0Gogd6p0reMnP","Germany"
"2566",76,"UP IN SMOKE","RIN",119362,"https://open.spotify.com/track/0nnmA43aDEfmau2Vyo7b4g","Germany"
"2567",77,"Monster","LUM!X",118778,"https://open.spotify.com/track/0YU17F0BlVXvmx5ytsR43w","Germany"
"2568",78,"Thank God It's Christmas - Non-Album Single","Queen",118091,"https://open.spotify.com/track/2xGO2UjzxeVQSIkyg98vck","Germany"
"2569",79,"Mambo No. 5","Summer Cem",117220,"https://open.spotify.com/track/1tqBuMynbCeneU8Qv7Tpd5","Germany"
"2570",80,"Feliz Navidad","José Feliciano",116269,"https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS","Germany"
"2571",81,"Huracan","Samra",115033,"https://open.spotify.com/track/6AFIVhbJLR7YVvW9fLFMu1","Germany"
"2572",82,"Als wenns gestern war","Slavik",114868,"https://open.spotify.com/track/5yWnIalBcSZn8vKwZd3VJa","Germany"
"2573",83,"Jingle Bell Rock","Bobby Helms",114772,"https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj","Germany"
"2574",84,"Hayabusa","Miami Yacine",114623,"https://open.spotify.com/track/5bWb0lSKQzqlRbq6lonxl7","Germany"
"2575",85,"Hallelujah","Pentatonix",114250,"https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx","Germany"
"2576",86,"500 PS","Bonez MC",113375,"https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG","Germany"
"2577",87,"Adore You","Harry Styles",113275,"https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7","Germany"
"2578",88,"Hate Me (with Juice WRLD)","Ellie Goulding",111361,"https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE","Germany"
"2579",89,"Adriana","RAF Camora",110680,"https://open.spotify.com/track/5YbcMbH4xHRfep9rSxLRDt","Germany"
"2580",90,"Christmas Time","Bryan Adams",109259,"https://open.spotify.com/track/6aoWJSqAgHXacunJ2tdijv","Germany"
"2581",91,"Beautiful People (feat. Khalid)","Ed Sheeran",108492,"https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv","Germany"
"2582",92,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",107857,"https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk","Germany"
"2583",93,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",107615,"https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd","Germany"
"2584",94,"Hoch","Tim Bendzko",107230,"https://open.spotify.com/track/7gqefhSJfWyN1qQ2huvEze","Germany"
"2585",95,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",106430,"https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU","Germany"
"2586",96,"2 Minuten","Apache 207",106086,"https://open.spotify.com/track/1u5jYTx2WdptYWYpwqcE9n","Germany"
"2587",97,"Piece Of Your Heart","MEDUZA",104457,"https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs","Germany"
"2588",98,"Athen","Jamule",104167,"https://open.spotify.com/track/1MJzx3O4tcwe7PrRWpOAb4","Germany"
"2589",99,"Kein Plan","Loredana",103961,"https://open.spotify.com/track/2d3WpbJFBND2vwMJyULdfU","Germany"
"2590",100,"Do They Know It's Christmas? - 1984 Version","Band Aid",103001,"https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf","Germany"
"2591",101,"Standort","Pietro Lombardi",102584,"https://open.spotify.com/track/3TRhqR8iMV4ZZko3dDnCJW","Germany"
"2592",102,"Brot nach Hause","Apache 207",102505,"https://open.spotify.com/track/5e0bzcsI1khimLSJhddHdS","Germany"
"2593",103,"Zeit steht (feat. Alli Neumann)","Trettmann",102358,"https://open.spotify.com/track/22ET3BvBsXcGiwxy1uXPbU","Germany"
"2594",104,"Outnumbered","Dermot Kennedy",101395,"https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE","Germany"
"2595",105,"Shirinbae","Fler",100061,"https://open.spotify.com/track/4Eudc7cdrFkbMeYxUwxt9e","Germany"
"2596",106,"Beef","Apache 207",97161,"https://open.spotify.com/track/1COyMUbpLCVDzRBKn4TQY4","Germany"
"2597",107,"Before You Go","Lewis Capaldi",97123,"https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP","Germany"
"2598",108,"Own It (feat. Ed Sheeran & Burna Boy)","Stormzy",96852,"https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR","Germany"
"2599",109,"MONEYHONEYDRIP","Jamule",96606,"https://open.spotify.com/track/7uj8AUQSUg8ZAzabYLwt8f","Germany"
"2600",110,"In der Weihnachtsbäckerei","Rolf Zuckowski",96290,"https://open.spotify.com/track/7gcKoI9KokClK9ZUjNFgZa","Germany"
"2601",111,"Jetzt rufst du an","Loredana",95471,"https://open.spotify.com/track/46QHfb0an5B7cgHRfuDHas","Germany"
"2602",112,"Pompa","Summer Cem",95348,"https://open.spotify.com/track/5xrnFdas2cJEA7RVun9BGA","Germany"
"2603",113,"Genick","Loredana",95209,"https://open.spotify.com/track/1AGjF8pckOxTGeb5zubyqH","Germany"
"2604",114,"Futsal Shuffle 2020","Lil Uzi Vert",94367,"https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs","Germany"
"2605",115,"Heartless","The Weeknd",92962,"https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU","Germany"
"2606",116,"Diamonds (feat. Capital Bra)","Summer Cem",92899,"https://open.spotify.com/track/2nPJnablplDgVVgSDF9BAs","Germany"
"2607",117,"gENAuSo","Dardan",92896,"https://open.spotify.com/track/5nmVf5dSgH4A25qsev28Mi","Germany"
"2608",118,"Vintage","RIN",91427,"https://open.spotify.com/track/2DGaC5ET92bgg0fMunJKIF","Germany"
"2609",119,"194 Länder - Single Version","Mark Forster",91079,"https://open.spotify.com/track/6kga9ZYARzHBprnLOENrMQ","Germany"
"2610",120,"Maybachemblem (Intro)","Kollegah",90339,"https://open.spotify.com/track/7A2UebwWrPJJOSCxrZ1CBB","Germany"
"2611",121,"My Oh My (feat. DaBaby)","Camila Cabello",90322,"https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K","Germany"
"2612",122,"RSVP","RIN",90159,"https://open.spotify.com/track/38UlieEW0eto55PNH9Z0cK","Germany"
"2613",123,"Letzte Träne","Kontra K",89776,"https://open.spotify.com/track/1FuJKBi6XdFyf8Yzmck468","Germany"
"2614",124,"Torn","Ava Max",89745,"https://open.spotify.com/track/2GdxQw8NwoeH8tKySg6nym","Germany"
"2615",125,"Infinitum","Kollegah",89406,"https://open.spotify.com/track/6POx7lbooxqGEASVlGIg4Z","Germany"
"2616",126,"I Don't Care (with Justin Bieber)","Ed Sheeran",89134,"https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9","Germany"
"2617",127,"Post Malone (feat. RANI)","Sam Feldt",88497,"https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL","Germany"
"2618",128,"It's the Most Wonderful Time of the Year","Andy Williams",88466,"https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A","Germany"
"2619",129,"Shababs botten","Pashanim",88329,"https://open.spotify.com/track/7tS9oGkoSnAl4Nf7UwXar8","Germany"
"2620",130,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",87404,"https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx","Germany"
"2621",131,"Prinzessa","Capital Bra",86194,"https://open.spotify.com/track/0Tq0EhQpVeQJwV3E3P5Jti","Germany"
"2622",132,"Alphagenetik","Kollegah",86151,"https://open.spotify.com/track/4OFjouo9k1ue1SEEOiwMe5","Germany"
"2623",133,"Run Run Run","Capo",85928,"https://open.spotify.com/track/65NX0qTlnZTDYzTypKfOWD","Germany"
"2624",134,"Bei Dir","KUMMER",85760,"https://open.spotify.com/track/3XpEKPj7KZt0yYWd7PQf5d","Germany"
"2625",135,"No Idea","Don Toliver",85168,"https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu","Germany"
"2626",136,"Stars","VIZE",83935,"https://open.spotify.com/track/0TId5TSbdcBP32haUV4Aet","Germany"
